Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1978,1978,kg,16.17,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1979,1979,kg,15.92,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1980,1980,kg,15.54,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1981,1981,kg,17.22,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1982,1982,kg,16.47,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1983,1983,kg,17.45,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1984,1984,kg,19.16,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1985,1985,kg,19.04,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1986,1986,kg,18.86,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1987,1987,kg,21.1,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1988,1988,kg,20.06,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1989,1989,kg,22.43,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1990,1990,kg,21.9,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1991,1991,kg,20.99,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1992,1992,kg,21.92,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1993,1993,kg,22.85,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1994,1994,kg,22.44,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1995,1995,kg,21.96,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1996,1996,kg,21,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1997,1997,kg,20.96,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1998,1998,kg,21.72,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",1999,1999,kg,21.6,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2000,2000,kg,22.04,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2001,2001,kg,21.49,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2002,2002,kg,22.65,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2003,2003,kg,23.96,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2004,2004,kg,24.85,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2005,2005,kg,23.31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2006,2006,kg,24.19,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2007,2007,kg,22.52,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2008,2008,kg,21.58,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2009,2009,kg,21.41,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2010,2010,kg,21.77,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2011,2011,kg,21.38,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2012,2012,kg,21.33,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,645,Food supply quantity (kg/capita/yr),2960,"Fish, Seafood",2013,2013,kg,21.51,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1961,1961,kcal/capita/day,20,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1962,1962,kcal/capita/day,21,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1963,1963,kcal/capita/day,20,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1964,1964,kcal/capita/day,19,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1965,1965,kcal/capita/day,20,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1966,1966,kcal/capita/day,22,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1967,1967,kcal/capita/day,19,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1968,1968,kcal/capita/day,21,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1969,1969,kcal/capita/day,20,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1970,1970,kcal/capita/day,22,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1971,1971,kcal/capita/day,21,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1972,1972,kcal/capita/day,24,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1973,1973,kcal/capita/day,24,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1974,1974,kcal/capita/day,23,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1975,1975,kcal/capita/day,20,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1976,1976,kcal/capita/day,29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1977,1977,kcal/capita/day,28,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1978,1978,kcal/capita/day,29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1979,1979,kcal/capita/day,29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1980,1980,kcal/capita/day,28,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1981,1981,kcal/capita/day,29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1982,1982,kcal/capita/day,27,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1983,1983,kcal/capita/day,29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1984,1984,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1985,1985,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1986,1986,kcal/capita/day,32,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1987,1987,kcal/capita/day,34,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1988,1988,kcal/capita/day,30,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1989,1989,kcal/capita/day,34,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1990,1990,kcal/capita/day,30,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1991,1991,kcal/capita/day,30,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1992,1992,kcal/capita/day,30,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1993,1993,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1994,1994,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1995,1995,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1996,1996,kcal/capita/day,30,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1997,1997,kcal/capita/day,30,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1998,1998,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",1999,1999,kcal/capita/day,32,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2000,2000,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2001,2001,kcal/capita/day,29,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2002,2002,kcal/capita/day,31,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2003,2003,kcal/capita/day,33,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2004,2004,kcal/capita/day,34,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2005,2005,kcal/capita/day,37,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2006,2006,kcal/capita/day,37,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2007,2007,kcal/capita/day,35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2008,2008,kcal/capita/day,35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2009,2009,kcal/capita/day,34,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2010,2010,kcal/capita/day,35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2011,2011,kcal/capita/day,35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2012,2012,kcal/capita/day,35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,664,Food supply (kcal/capita/day),2960,"Fish, Seafood",2013,2013,kcal/capita/day,35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1961,1961,g/capita/day,2.98,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1962,1962,g/capita/day,3.08,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1963,1963,g/capita/day,2.96,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1964,1964,g/capita/day,2.92,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1965,1965,g/capita/day,3.06,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1966,1966,g/capita/day,3.28,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1967,1967,g/capita/day,2.88,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1968,1968,g/capita/day,3.19,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1969,1969,g/capita/day,3.07,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1970,1970,g/capita/day,3.37,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1971,1971,g/capita/day,3.14,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1972,1972,g/capita/day,3.55,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1973,1973,g/capita/day,3.63,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1974,1974,g/capita/day,3.47,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1975,1975,g/capita/day,3.12,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1976,1976,g/capita/day,3.77,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1977,1977,g/capita/day,3.59,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1978,1978,g/capita/day,3.79,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1979,1979,g/capita/day,3.75,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1980,1980,g/capita/day,3.7,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1981,1981,g/capita/day,3.85,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1982,1982,g/capita/day,3.69,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1983,1983,g/capita/day,3.92,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1984,1984,g/capita/day,4.15,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1985,1985,g/capita/day,4.24,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1986,1986,g/capita/day,4.33,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1987,1987,g/capita/day,4.75,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1988,1988,g/capita/day,4.35,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1989,1989,g/capita/day,5.08,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1990,1990,g/capita/day,4.85,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1991,1991,g/capita/day,4.79,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1992,1992,g/capita/day,4.9,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1993,1993,g/capita/day,5.12,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1994,1994,g/capita/day,5.03,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1995,1995,g/capita/day,5.06,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1996,1996,g/capita/day,4.8,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1997,1997,g/capita/day,4.81,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1998,1998,g/capita/day,5.02,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",1999,1999,g/capita/day,5.06,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2000,2000,g/capita/day,5.01,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2001,2001,g/capita/day,4.77,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2002,2002,g/capita/day,5.01,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2003,2003,g/capita/day,5.36,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2004,2004,g/capita/day,5.58,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2005,2005,g/capita/day,5.39,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2006,2006,g/capita/day,5.49,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2007,2007,g/capita/day,5.19,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2008,2008,g/capita/day,5.11,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2009,2009,g/capita/day,5,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2010,2010,g/capita/day,5.08,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2011,2011,g/capita/day,5.04,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2012,2012,g/capita/day,5.06,Fc,Calculated data
CL,Food Supply - Livestock and Fish Primary Equivalent,231,United States of America,674,Protein supply quantity (g/capita/day),2960,"Fish, Seafood",2013,2013,g/capita/day,5.08,Fc,Calculated data